voyage_id,split,action_id,action_name,q_h2,q_batt,q_soc,q_fc_var,sample_count,transition_count,completed,episode_steps,minimum_soc,final_soc,total_fixed_reward,mean_fixed_reward_per_step,hydrogen_kg,battery_net_energy_kwh,maximum_fc_step_change_kw,first_failure_decision_index,first_failure_execution_index,failure_soc,failure_previous_fc_kw,future_6_loads,solver_status
voyage_008,train,3,balanced,0.25,0.4,10.0,12.0,14341,14340,True,14340,0.326852371915775,0.5058974176859312,-338537.9445058826,-23.607945920912318,48.3078400478605,27.520011363980327,0.8861953611009312,,,,,,solved
voyage_008,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,14341,14340,True,14340,0.2721342060125971,0.45733493062903285,-611287.2174817031,-42.62811837389841,47.14213850327972,57.823003287483914,0.6489598788756439,,,,,,solved
voyage_008,train,5,soc_recovery,0.15,0.35,20.0,12.0,14341,14340,True,14340,0.35238212686968245,0.5365045988111105,-213351.39034658394,-14.8780606936251,49.67568290649547,8.421130341866021,1.3079759123309032,,,,,,solved
voyage_008,train,6,economic_discharge,0.5,0.25,6.0,8.0,14341,14340,True,14340,0.24349074994487419,0.4201443895999395,-1155771.2417128885,-80.59771560061984,45.3187150875554,81.02990088964053,0.7900696157038283,,,,,,solved
voyage_009,train,0,candidate_C,0.25,0.4,12.0,20.0,14371,14370,True,14370,0.49348842558378353,0.556182329006249,-51021.09389420208,-3.5505284547113485,18.867625562387456,-3.857773299900482,0.3470866655079874,,,,,,solved
voyage_009,train,1,fast_fc_response,0.25,0.6,12.0,5.0,14371,14370,True,14370,0.5073438073491715,0.5324657926061266,-37938.80302937717,-2.6401393896574232,18.094017060315306,10.941345413777448,1.85461184194682,,,,,,solved
voyage_009,train,2,medium_response,0.25,0.5,10.0,10.0,14371,14370,True,14370,0.49893162874930813,0.5372609130016602,-56554.07656489396,-3.9355655229571305,18.228794121648065,7.9491902869627955,0.8703127831731052,,,,,,solved
voyage_009,train,3,balanced,0.25,0.4,10.0,12.0,14371,14370,True,14370,0.4984890351559515,0.5418955248703942,-59562.42816878953,-4.144914973471783,18.387909096805057,5.057192480879194,0.598508573522821,,,,,,solved
voyage_009,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,14371,14370,True,14370,0.47799800732674985,0.5772495923405581,-80502.38305240858,-5.602114339068098,19.66277786076343,-17.00374562051086,0.2148974318466088,,,,,,solved
voyage_009,train,5,soc_recovery,0.15,0.35,20.0,12.0,14371,14370,True,14370,0.5159553415607415,0.563263289608048,-12008.06682535326,-0.8356344346105261,19.152833800318874,-8.276292715423958,0.6597894652045397,,,,,,solved
voyage_009,train,6,economic_discharge,0.5,0.25,6.0,8.0,14371,14370,True,14370,0.42325258887562334,0.4676034650150027,-578219.3276531508,-40.23794903640576,15.98976266705334,51.415437830638474,0.5577282724412669,,,,,,solved
voyage_010,train,0,candidate_C,0.25,0.4,12.0,20.0,10770,10769,True,10769,0.4358170268098646,0.6086308647844612,-165702.2688386164,-15.386968970063739,37.89916434297833,-36.58565962550251,0.4955123054711521,,,,,,solved
voyage_010,train,1,fast_fc_response,0.25,0.6,12.0,5.0,10770,10769,True,10769,0.49926069765128456,0.5375561035053377,-41393.08416906675,-3.843725895539674,35.21193195403129,7.764991412670984,1.5434536028089099,,,,,,solved
voyage_010,train,2,medium_response,0.25,0.5,10.0,10.0,10770,10769,True,10769,0.4710385001827149,0.5563322136007056,-78508.34697674982,-7.290217009634118,35.86801310928972,-3.9513012868420416,0.8735098177524492,,,,,,solved
voyage_010,train,3,balanced,0.25,0.4,10.0,12.0,10770,10769,True,10769,0.455212645519843,0.5699227201228301,-103438.86051619315,-9.605242874565247,36.39937487866513,-12.431777356644822,0.7037240434309524,,,,,,solved
voyage_010,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,10770,10769,True,10769,0.39238377943433844,0.6801029057258001,-418191.26430598035,-38.832878104371844,40.7181245156077,-81.18421317289709,0.5587883234070432,,,,,,solved
voyage_010,train,5,soc_recovery,0.15,0.35,20.0,12.0,10770,10769,True,10769,0.48480897395779926,0.5716688946037729,-37824.61483112382,-3.5123609277670926,36.70880606064175,-13.52139023275196,0.9799410915683495,,,,,,solved
voyage_010,train,6,economic_discharge,0.5,0.25,6.0,8.0,10770,10769,True,10769,0.3707517580848794,0.49134023020444856,-612829.3153953333,-56.90679871811063,33.519118964059594,36.60369635242547,0.6013034219536735,,,,,,solved
voyage_011,train,0,candidate_C,0.25,0.4,12.0,20.0,28771,28770,False,5651,,,,,,,,5651,5652,0.20085667856330805,560.0,"[937.2539949706749,936.8179307112808,936.3705945039583,935.915237046907,935.4551090383278,934.9934611764209]",primal infeasible
voyage_011,train,1,fast_fc_response,0.25,0.6,12.0,5.0,28771,28770,False,6043,,,,,,,,6043,6044,0.20101956946078217,560.0,"[947.4333144973856,947.1945947059592,946.9409922249058,946.6746731701544,946.3978036576356,946.1125498032791]",primal infeasible
voyage_011,train,2,medium_response,0.25,0.5,10.0,10.0,28771,28770,False,5872,,,,,,,,5872,5873,0.20089905426655982,560.0000000000001,"[939.365872228598,939.5093632697176,939.6470347951764,939.7784496710444,939.9031707633908,940.0207609382858]",primal infeasible
voyage_011,train,3,balanced,0.25,0.4,10.0,12.0,28771,28770,False,5776,,,,,,,,5776,5777,0.20090392110535557,559.9999999999999,"[949.9963749317155,949.8611954478495,949.7166646657464,949.5620429337318,949.3965906001306,949.2195680132686]",primal infeasible
voyage_011,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,28771,28770,False,5384,,,,,,,,5384,5385,0.20097923099780327,560.0,"[928.8947026769126,929.6319787026656,930.370763275044,931.1061169644676,931.8331003413568,932.5467739761318]",primal infeasible
voyage_011,train,5,soc_recovery,0.15,0.35,20.0,12.0,28771,28770,False,5903,,,,,,,,5903,5904,0.20095200194448481,560.0000000000002,"[941.8998578114355,942.018828495427,942.1483412192424,942.2891553572449,942.4420302837968,942.6077253732609]",primal infeasible
voyage_011,train,6,economic_discharge,0.5,0.25,6.0,8.0,28771,28770,False,5528,,,,,,,,5528,5529,0.20091202033195701,559.9999999999998,"[922.4648650130576,922.2925713043496,922.1120954296408,921.9251744248184,921.7335453257692,921.5389451683811]",primal infeasible
voyage_012,train,0,candidate_C,0.25,0.4,12.0,20.0,32371,32370,True,32370,0.4696511807066564,0.5506806625454308,-165019.9882532048,-5.097929819376113,49.68063469699078,-0.42473342835141215,0.4024359809289706,,,,,,solved
voyage_012,train,1,fast_fc_response,0.25,0.6,12.0,5.0,32371,32370,True,32370,0.5054834061885041,0.5279240446842127,-93203.03172013353,-2.8793028025991205,48.85985959940256,13.775396117058378,1.2517011836564507,,,,,,solved
voyage_012,train,2,medium_response,0.25,0.5,10.0,10.0,32371,32370,True,32370,0.48471950662519936,0.5316649230848811,-119981.50211184988,-3.7065647856611026,48.885411162588774,11.441087995034138,0.557674511382622,,,,,,solved
voyage_012,train,3,balanced,0.25,0.4,10.0,12.0,32371,32370,True,32370,0.47611284477409105,0.5384231117142724,-125553.59127700665,-3.8787022328392537,49.126112437248274,7.22397829029527,0.456137088090685,,,,,,solved
voyage_012,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,32371,32370,True,32370,0.4378629750652996,0.5787941794801884,-655532.0867761343,-20.25122294643603,51.196451248745554,-17.967567995638003,0.380534032583455,,,,,,solved
voyage_012,train,5,soc_recovery,0.15,0.35,20.0,12.0,32371,32370,True,32370,0.4978387465580281,0.5565821726443504,-49639.35462849941,-1.5334987528112267,50.09260573930689,-4.1072757300688165,0.6905047295722397,,,,,,solved
voyage_012,train,6,economic_discharge,0.5,0.25,6.0,8.0,32371,32370,True,32370,0.4003861391810114,0.46477743186640297,-1449380.3026724393,-44.77541868002593,46.64669218414066,53.17888251536485,0.3809247710246666,,,,,,solved
voyage_013,train,0,candidate_C,0.25,0.4,12.0,20.0,39571,39570,False,31061,,,,,,,,31061,31062,0.2003266661746794,560.0,"[689.1668001649682,688.5777022338011,687.9621681293148,687.3231639334326,686.6636557280779,685.9866095951737]",primal infeasible
voyage_013,train,1,fast_fc_response,0.25,0.6,12.0,5.0,39571,39570,True,39570,0.21989690563733125,0.5353152116681261,-2318716.219614188,-58.597832186358055,156.24348504644632,9.163307919087773,2.0197478751850895,,,,,,solved
voyage_013,train,2,medium_response,0.25,0.5,10.0,10.0,39571,39570,False,31669,,,,,,,,31669,31670,0.20028414009787446,560.0000000000001,"[674.6298263308544,674.3007905480246,673.9861927029224,673.686320727375,673.4014625532093,673.1319061122521]",primal infeasible
voyage_013,train,3,balanced,0.25,0.4,10.0,12.0,39571,39570,False,31453,,,,,,,,31453,31454,0.20026839770154642,559.9999999999999,"[673.4836723515114,673.921906942237,674.3483161379205,674.7634031914225,675.1676713556035,675.5616238833243]",primal infeasible
