state_id,soc,soc_regime,load_regime,transition_regime,fc_power_regime,winner_action_id,winner_action_name,best_reward,second_action_id,second_reward,first_second_reward_gap
162,0.45,below_soft_range,load_low,stable,medium_150_450,2,fc_smoothing,0.28131691396421676,1,0.253685506151461,0.02763140781275575
163,0.49,below_soft_range,load_low,stable,medium_150_450,2,fc_smoothing,0.9004635909489355,1,0.8531068259955495,0.04735676495338592
164,0.5,inside_soft_range,load_low,stable,medium_150_450,3,soc_protection,0.9972561741570578,0,0.9917591068303948,0.005497067326662997
165,0.55,inside_soft_range,load_low,stable,medium_150_450,3,soc_protection,0.997257583217282,0,0.9917601529366841,0.005497430280597904
166,0.6,inside_soft_range,load_low,stable,medium_150_450,3,soc_protection,0.997257583217282,0,0.9917601529366841,0.005497430280597904
167,0.61,above_soft_range,load_low,stable,medium_150_450,2,fc_smoothing,0.9012001456781965,1,0.8539093001165273,0.04729084556166918
168,0.65,above_soft_range,load_low,stable,medium_150_450,2,fc_smoothing,0.2816765259152902,1,0.25404047026033333,0.02763605565495686
169,0.45,below_soft_range,load_medium,rapid_fall,medium_150_450,2,fc_smoothing,0.2799969099207889,1,0.25116096715042446,0.028835942770364442
170,0.49,below_soft_range,load_medium,rapid_fall,medium_150_450,2,fc_smoothing,0.8949198094387616,0,0.8423742476876045,0.0525455617511571
171,0.5,inside_soft_range,load_medium,rapid_fall,medium_150_450,3,soc_protection,0.9952770460848854,2,0.9874297703639482,0.007847275720937241
172,0.55,inside_soft_range,load_medium,rapid_fall,medium_150_450,3,soc_protection,0.9953331321039599,2,0.9874551199492825,0.007878012154677427
173,0.6,inside_soft_range,load_medium,rapid_fall,medium_150_450,3,soc_protection,0.9953331321039599,2,0.9874551199492825,0.007878012154677427
174,0.61,above_soft_range,load_medium,rapid_fall,medium_150_450,2,fc_smoothing,0.8996271819885863,0,0.8493356007645144,0.050291581224071846
175,0.65,above_soft_range,load_medium,rapid_fall,medium_150_450,2,fc_smoothing,0.2823077930912066,1,0.2532903046171678,0.029017488474038844
176,0.45,below_soft_range,load_medium,rapid_rise,medium_150_450,2,fc_smoothing,0.28204627719332787,1,0.2531079338775485,0.02893834331577938
177,0.49,below_soft_range,load_medium,rapid_rise,medium_150_450,2,fc_smoothing,0.8994635258704808,0,0.8488973868614933,0.05056613900898754
178,0.5,inside_soft_range,load_medium,rapid_rise,medium_150_450,3,soc_protection,0.995754105402751,2,0.987997926601371,0.00775617880138002
179,0.55,inside_soft_range,load_medium,rapid_rise,medium_150_450,3,soc_protection,0.995754105402751,2,0.987997926601371,0.00775617880138002
180,0.6,inside_soft_range,load_medium,rapid_rise,medium_150_450,3,soc_protection,0.9957241906245722,2,0.9879841709291781,0.0077400196953940625
181,0.61,above_soft_range,load_medium,rapid_rise,medium_150_450,2,fc_smoothing,0.8959933335515832,0,0.8437852571644063,0.05220807638717684
182,0.65,above_soft_range,load_medium,rapid_rise,medium_150_450,2,fc_smoothing,0.2803439354428406,1,0.2515815053431033,0.02876243009973728
183,0.45,below_soft_range,load_medium,stable,medium_150_450,2,fc_smoothing,0.2818736763244719,1,0.25169298874715573,0.03018068757731618
184,0.49,below_soft_range,load_medium,stable,medium_150_450,2,fc_smoothing,0.8967835746265761,0,0.8466239934169507,0.05015958120962538
185,0.5,inside_soft_range,load_medium,stable,medium_150_450,3,soc_protection,0.9945026970158923,2,0.9844902148641601,0.010012482151732227
186,0.55,inside_soft_range,load_medium,stable,medium_150_450,3,soc_protection,0.9945026970158923,2,0.9844902148641601,0.010012482151732227
187,0.6,inside_soft_range,load_medium,stable,medium_150_450,3,soc_protection,0.9944643147022113,2,0.984472660029709,0.009991654672502293
188,0.61,above_soft_range,load_medium,stable,medium_150_450,2,fc_smoothing,0.8928747969806154,0,0.8408628796596882,0.05201191732092725
189,0.65,above_soft_range,load_medium,stable,medium_150_450,2,fc_smoothing,0.27994764168410824,1,0.24998091022936939,0.029966731454738854
190,0.45,below_soft_range,load_high,rapid_fall,near_saturation_ge590,2,fc_smoothing,0.2795269775996977,1,0.2474461797467303,0.032080797852967385
191,0.49,below_soft_range,load_high,rapid_fall,near_saturation_ge590,2,fc_smoothing,0.8882091108740913,0,0.8367859926904594,0.05142311818363188
192,0.5,inside_soft_range,load_high,rapid_fall,near_saturation_ge590,3,soc_protection,0.9925372491639111,2,0.9786744941352876,0.013862755028623441
193,0.55,inside_soft_range,load_high,rapid_fall,near_saturation_ge590,3,soc_protection,0.9925720966420797,2,0.978689988130163,0.013882108511916735
194,0.6,inside_soft_range,load_high,rapid_fall,near_saturation_ge590,3,soc_protection,0.9925720966420797,2,0.978689988130163,0.013882108511916735
195,0.61,above_soft_range,load_high,rapid_fall,near_saturation_ge590,2,fc_smoothing,0.8918625028698414,0,0.8422007878440883,0.04966171502575312
196,0.65,above_soft_range,load_high,rapid_fall,near_saturation_ge590,2,fc_smoothing,0.2813429566281382,1,0.24908127436138833,0.03226168226674986
