action_id,action_name,battery_charge_energy_kwh,battery_discharge_energy_kwh,battery_throughput_kwh,completed,episode_reward,expected_steps,fc_max_step_kw,fc_variation_rms_kw,final_soc,first_failure_decision_index,first_failure_solve_ms,mean_reward_per_step,mean_solve_ms,minimum_soc,p99_solve_ms,q_batt,q_fc_var,q_h2,q_soc,solved_inaccurate_steps,solver_status,solver_status_class,split,successful_steps,total_h2_kg,voyage_id,weighted_batt,weighted_fc_var,weighted_h2,weighted_soc
3,fast_fc_response,287.137639880401,298.07876055199876,585.2164004323997,True,-1770118.7795259813,39570,6.5568395990012505,0.4488743759398976,0.5324661527698714,,,-44.73385846666619,0.04984171574359625,0.24483478827943542,0.09863108862191415,0.8,1.0,0.15,12.0,0,solved,solved,train,39570,155.91980956151735,voyage_013,416.27610299654543,69.20909971098816,4409.769760454826,1765223.5245628124
4,fc_smoothing,243.36984120219043,461.56812563303316,704.9379668352235,False,-1664009.9804553026,39570,0.6211573032674096,0.1376299598908016,0.20032326213005727,28801,0.06129988469183445,-57.776118206149185,0.060263705481547296,0.20032326213005727,0.10909978300333023,0.1,40.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,28801,65.86707199990448,voyage_013,643.1930364009879,4.735665892020116,1862.871838618104,1661499.179914511
0,candidate_C,273.4768288705216,240.0167506227813,513.4935794933028,True,-321271.7629315639,28770,0.5666564479292049,0.16589979565648483,0.6036219202688088,,,-11.166901735542714,0.049313221139419626,0.42677615364110694,0.09189988486468792,0.4,20.0,0.25,12.0,0,solved,solved,train,28770,88.67636805847687,voyage_014,305.0817474625854,6.873518168934909,2507.971036078558,318451.83662988414
1,hydrogen_economy,211.21377618162887,220.53638514758546,431.75016132921434,True,-628087.0602986163,28770,0.693186753759619,0.18504833294660097,0.5350599215289153,,,-21.8313194403412,0.05013324933914486,0.4151299776411703,0.09246200555935528,0.25,8.0,0.4,8.0,0,solved,solved,train,28770,85.97448147977096,voyage_014,264.33888772434483,8.551803963473239,2431.555487826804,625382.6141189737
2,soc_regulation,211.3345320824203,190.62444357534844,401.95897565776875,True,-52526.379260699614,28770,1.0032722581118492,0.2535363641584958,0.5831892444023629,,,-1.8257344199061387,0.051525537143754366,0.4982453629003763,0.09739988250657916,0.45,15.0,0.25,36.0,0,solved,solved,train,28770,87.62657245994932,voyage_014,232.91110544338207,16.05343222519014,2478.2804092233314,49799.13431381186
3,fast_fc_response,37.73288595082731,46.34586559785949,84.0787515486868,True,-43376.36400715939,28770,9.512113800884265,0.6583011558158325,0.5361971480015452,,,-1.5076942651080776,0.04924968778303681,0.5130749417284965,0.0909001100808382,0.8,1.0,0.15,12.0,0,solved,solved,train,28770,85.71212716200056,voyage_014,20.65912186877972,108.22724866322248,2424.13550609155,40823.3421305357
4,fc_smoothing,518.4797903484647,453.9424127149554,972.42220306342,True,-1473851.3491930824,28770,0.4800256040160207,0.16359428563363937,0.6534252846690831,,,-51.228757358118955,0.05785142119940232,0.337532945300367,0.10579987429082394,0.1,40.0,0.25,12.0,0,solved,solved,train,28770,91.24919325715217,voyage_014,858.712149655179,6.683803018231648,2580.73643254729,1470405.2168079964
0,candidate_C,222.75490404137332,198.8015328498593,421.5564368912326,True,-369458.20126010233,21570,0.49653242994440916,0.1440035132051693,0.5883868128069126,,,-17.12833570978685,0.0496505002875881,0.39277491729619596,0.09549998445436358,0.4,20.0,0.25,12.0,0,solved,solved,train,21570,92.53008091768135,voyage_015,306.4354502033042,3.882789451899774,2616.962872836086,366530.92014767963
1,hydrogen_economy,183.27917902509319,198.76202056619528,382.04119959128843,True,-701978.5316374747,21570,0.610501275054844,0.15571456284853527,0.5251877539405417,,,-32.544206380967765,0.051596601244095,0.35600967492186275,0.10455506155267423,0.25,8.0,0.4,8.0,0,solved,solved,train,21570,90.30803636363397,voyage_015,262.97521567273316,4.540002873634493,2554.1183573934977,699156.8980616907
2,soc_regulation,193.2560482038889,182.56611276678737,375.8221609706763,True,-113971.06502015032,21570,0.9851631482101197,0.22953462872913102,0.5671313067902214,,,-5.283776774230427,0.053976091401246505,0.4269316200477745,0.11413109023123992,0.45,15.0,0.25,36.0,0,solved,solved,train,21570,91.72127096964246,voyage_015,269.0519231358237,9.86493198437615,2594.0878727936415,111098.06029223299
3,fast_fc_response,84.64674860284234,93.14077345420235,177.78752205704467,True,-138538.40146372706,21570,5.471806377530186,0.5027001092699529,0.5363877806869236,,,-6.422735348341542,0.04923694465252388,0.4197204268964256,0.08538602385670026,0.8,1.0,0.15,12.0,0,solved,solved,train,21570,90.24700342819128,voyage_015,101.27016486489279,47.316828255040704,2552.3922060220866,135837.42226458536
4,fc_smoothing,444.5457705124145,333.5014561314915,778.0472266439059,True,-1545495.9666148447,21570,0.530971658956048,0.17271346748193717,0.7279556320207058,,,-71.65025343601505,0.05499192393278227,0.32018016632915075,0.10103103471919907,0.1,40.0,0.25,12.0,0,solved,solved,train,21570,98.30248068033431,voyage_015,741.3418043806272,5.585345882783076,2780.2195750551423,1541968.8198893326
0,candidate_C,2.59913600471578,220.64678636581877,223.24592237053452,False,-798977.6337704419,28770,0.5719536758236927,0.20050907645332142,0.20056466288284863,6390,0.05570007488131523,-125.03562343825381,0.05037230086047931,0.20056466288284863,0.10925512062385662,0.4,20.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,6390,32.97123007317814,voyage_016,170.03501462863372,2.230059509024715,932.501994137605,797872.8667021659
1,hydrogen_economy,2.3157855950122577,220.3276508672584,222.64343646227064,False,-818712.3045128022,28770,0.65336953465345,0.21395307857103607,0.2006220107816571,6289,0.0496001448482275,-130.18163531766612,0.052354763156683616,0.2006220107816571,0.1071360148489475,0.25,8.0,0.4,8.0,0,primal infeasible,primal_infeasible,train,6289,31.718252538833404,voyage_016,175.82889592591624,2.4989996511373307,897.0649162126055,817636.9117010137
2,soc_regulation,18.1657015291059,236.17598722428679,254.34168875339267,False,-661456.233700904,28770,0.9126010029160057,0.23684791290909296,0.20062454215515885,7286,0.06050011143088341,-90.78455032952292,0.05633182983565283,0.20062454215515885,0.10348989162594058,0.45,15.0,0.25,36.0,0,primal infeasible,primal_infeasible,train,7286,44.46399935802753,voyage_016,190.12685776547974,3.547936284953818,1257.5438640497289,660005.0150428024
3,fast_fc_response,1.847813740439816,219.85929365947257,221.7071073999124,False,-652843.379125208,28770,5.656868148224817,0.6001345545538032,0.20062262833488542,7308,0.061400001868605614,-89.33270102972195,0.04955841406525307,0.20062262833488542,0.08970010094344616,0.8,1.0,0.15,12.0,0,primal infeasible,primal_infeasible,train,7308,44.601699535560876,voyage_016,162.87741293047446,22.84774411393963,1261.4383408362473,651396.215627327
4,fc_smoothing,0.31710138767467405,218.36405439546783,218.68115578314254,False,-934298.7869653086,28770,0.556954849770591,0.20525661049965951,0.20056578043623016,5467,0.061099883168935776,-170.89789408547807,0.05628664422325772,0.20056578043623016,0.09480002336204052,0.1,40.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,5467,21.191610893706844,voyage_016,215.77027460257213,1.999359546292305,599.3473514185384,933481.6699797399
0,candidate_C,148.82370400591486,128.12263674734416,276.94634075325905,True,-86776.11249267684,10770,0.40551073636237334,0.17447813590722852,0.583174787273353,,,-8.057206359580022,0.04868160714045126,0.46747817310837597,0.07900994736701199,0.4,20.0,0.25,12.0,0,solved,solved,train,10770,35.16021798318193,voyage_017,149.7311108754073,2.8460678509292787,994.4115918897362,85629.12372205948
1,hydrogen_economy,110.74898662071064,130.7245100842934,241.47349670500404,True,-232320.54310857545,10770,0.5118696175003379,0.19621381317633194,0.5179879431673354,,,-21.571081068577108,0.049494652764157446,0.44334398801395647,0.08603115333244199,0.25,8.0,0.4,8.0,0,solved,solved,train,10770,32.90045222044205,voyage_017,135.59422525099382,3.599335914778505,930.5002341587046,231250.84931324757
2,soc_regulation,118.59949842490107,109.44096741809606,228.04046584299715,True,-18269.98014518836,10770,1.0325000512319775,0.3293730879678009,0.5646771330237285,,,-1.6963769865541654,0.05259799665945237,0.5052058168943389,0.09708912111818693,0.45,15.0,0.25,36.0,0,solved,solved,train,10770,34.60094505762134,voyage_017,150.21858989097257,10.142369936667349,978.5940710633894,17131.02511429763
3,fast_fc_response,18.20555732652417,27.279456599653688,45.48501392617786,True,-16293.05019533309,10770,6.272647915053966,0.7162105701630596,0.5354584947546027,,,-1.5128180311358486,0.049400948115149744,0.5193424099902492,0.08720003766939044,0.8,1.0,0.15,12.0,0,solved,solved,train,10770,33.376199364094425,voyage_017,10.014172438454436,47.95619049790936,943.9554543363022,15291.124378060495
4,fc_smoothing,262.9602655285497,242.38690874203232,505.3471742705821,True,-335268.0498611883,10770,0.3554648055398957,0.18419681988287087,0.5829701230553176,,,-31.12980964356437,0.05530025113889379,0.40895300279649044,0.09156188229098906,0.1,40.0,0.25,12.0,0,solved,solved,train,10770,36.01481508731879,voyage_017,448.21506444734104,3.1719583789926054,1018.5815577060845,333798.08128065604
0,candidate_C,253.47498818133127,244.8684136761736,498.3434018575049,True,-1089072.8537107862,17670,0.5830758152493445,0.1388396993902512,0.5637925873480064,,,-61.634004171521575,0.050875420898755665,0.28935314638949555,0.1090309349820019,0.4,20.0,0.25,12.0,0,solved,solved,train,17670,95.41340082294825,voyage_018,417.7526291497644,2.9567281751746544,2698.5097716217383,1085953.6345818392
1,hydrogen_economy,234.53467616072845,260.43599165060556,494.97066781133407,True,-1445862.3571151989,17670,0.7084892704986601,0.1715863225598571,0.5084914815867344,,,-81.82582666186751,0.049342535424030935,0.27510750493016234,0.08783093420788658,0.25,8.0,0.4,8.0,0,solved,solved,train,17670,93.6001725514538,voyage_018,385.34023894026683,4.51595289759986,2647.2275181163427,1442825.2734052425
2,soc_regulation,251.04155321841276,239.7440370600496,490.78559027846245,True,-486096.8310289624,17670,1.1617443928386706,0.26158584153094766,0.5681049938435258,,,-27.50972444985639,0.0537544593529119,0.3523632177923694,0.09743091883137835,0.45,15.0,0.25,36.0,0,solved,solved,train,17670,95.6785917007202,voyage_018,388.11826676336267,10.495727295908454,2706.009977765104,482992.2070571402
3,fast_fc_response,126.13118621873211,135.41783115828824,261.54901737702033,True,-320614.6273996241,17670,4.134902848909064,0.5550724244083927,0.535117556186611,,,-18.144574272757445,0.049280577595385205,0.38089449008902015,0.08583099115639937,0.8,1.0,0.15,12.0,0,solved,solved,train,17670,94.37154781770572,voyage_018,163.23898097608617,47.2588745946464,2669.0437794893546,317735.08576456207
4,fc_smoothing,363.2489010381238,342.52213356016784,705.7710345982916,True,-2283340.742377056,17670,0.4245100229285299,0.13510572730585396,0.58321597352237,,,-129.22132101737725,0.05364231974778283,0.20946175489578384,0.10439986363053322,0.1,40.0,0.25,12.0,0,solved,solved,train,17670,96.7671631613763,voyage_018,674.2892161834311,2.7998295305851664,2736.797274919979,2279926.8560564253
0,candidate_C,363.33703016699445,368.31805834014244,731.655088507137,True,-338469.119653622,35971,0.6281795615193175,0.16055665948385958,0.5420175830558546,,,-9.409499865269856,0.0488920631052076,0.4471127795520119,0.08483014535158902,0.4,20.0,0.25,12.0,0,solved,solved,train,35971,107.42256612224006,voyage_019,432.4733881738311,8.049273418228662,3038.156504990917,334990.4404870402
1,hydrogen_economy,285.6874761383583,325.69349448360475,611.380970621963,True,-859870.2927700046,35971,0.777812650501005,0.17606087881750493,0.48588779111338376,,,-23.90454234716868,0.05081583796549717,0.4163975639981244,0.10682991705834895,0.25,8.0,0.4,8.0,0,solved,solved,train,35971,105.3166421460984,voyage_019,308.933334834262,9.678894654872138,2978.5961457657113,856573.08439475
2,soc_regulation,294.5446044564525,300.7383138575869,595.2829183140394,True,-65881.63102070063,35971,1.037083466301226,0.26823856199057,0.5400741836520284,,,-1.8315206978038039,0.05637176119005273,0.49435562743825345,0.12252992019057303,0.45,15.0,0.25,36.0,0,solved,solved,train,35971,107.37370549641892,voyage_019,320.5197535389423,22.466864020292224,3036.7746144484295,62501.869788693424
3,fast_fc_response,71.9145887220225,81.55435988534711,153.4689486073696,True,-87248.81120733614,35971,5.603797913395624,0.6217496518565351,0.5345516487767279,,,-2.425531989862282,0.05041609635334629,0.48046881557974264,0.09879989083856344,0.8,1.0,0.15,12.0,0,solved,solved,train,35971,106.26138046126688,voyage_019,40.23533269988276,120.70663245448033,3005.315511723333,84082.55373045872
4,fc_smoothing,554.0817084986242,565.5600222197058,1119.64173071833,True,-956916.3722942222,35971,0.4655689041266271,0.14638565769239872,0.5316052664726251,,,-26.602440084907904,0.0596112376995761,0.39336266795107394,0.10713003575801879,0.1,40.0,0.25,12.0,0,solved,solved,train,35971,108.24021628223765,voyage_019,902.54460757555,6.691093350232109,3061.281526502351,952945.8550668032
0,candidate_C,462.1324683625843,477.15978600617535,939.2922543687598,True,-945959.5418172753,35970,0.9310975888349731,0.206316149503747,0.525917760186557,,,-26.298569413880326,0.0509469831128824,0.29009511087313733,0.09529998293146491,0.4,20.0,0.25,12.0,0,solved,solved,train,35970,115.47564650384273,voyage_020,791.027871957304,13.290900495238544,3265.91608502863,941889.3069596995
1,hydrogen_economy,357.6763003260421,392.06461211414467,749.7409124401868,True,-1458116.3885576513,35970,1.0746190416385843,0.2144603619675495,0.4948905259806063,,,-40.53701386037396,0.049965804856252946,0.26580318571071976,0.09059999138116837,0.25,8.0,0.4,8.0,0,solved,solved,train,35970,113.93190067886746,voyage_020,535.4208513349548,14.360912234231161,3222.255413072003,1454344.3513809866
2,soc_regulation,356.71724678028505,358.0986808694181,714.815927649703,True,-383937.1813438881,35970,1.3384962032411067,0.2786296663342041,0.5477861633186959,,,-10.673816551122828,0.05077605247979143,0.3453669558777573,0.09270012378692627,0.45,15.0,0.25,36.0,0,solved,solved,train,35970,115.85230742615683,voyage_020,428.6402772287377,24.240561110117408,3276.5689196481558,380207.73158586933
3,fast_fc_response,129.19456277657872,137.91282628094856,267.10738905752726,True,-227256.47598336375,35970,6.502947091582598,0.5170469558597901,0.5360284238712005,,,-6.317944842462156,0.049190984314946055,0.3830171829522441,0.08793105138465739,0.8,1.0,0.15,12.0,0,solved,solved,train,35970,114.45762082307844,voyage_020,158.87032034994184,83.4733666463768,3237.1239843005433,223777.00831206757
4,fc_smoothing,811.0624288577648,783.5938982285732,1594.6563270863376,True,-2509240.2743492075,35970,0.7605036911034517,0.19704132622769424,0.5940200811365296,,,-69.75925144145698,0.052105596612425344,0.23441879240690647,0.09480002336204052,0.1,40.0,0.25,12.0,0,solved,solved,train,35970,118.48272177953451,voyage_020,1983.787614259409,12.122790574385704,3350.9630694720204,2503893.4008744285
0,candidate_C,58.10768432212546,275.73660047490307,333.84428479702854,False,-341757.7332228176,14370,0.6936663572886346,0.1904744992374524,0.20123571129362458,7513,0.06019999273121357,-45.48885042231034,0.04885481035444203,0.20123571129362458,0.08308803662657739,0.4,20.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,7513,24.38018638406866,voyage_021,544.0801001796544,2.3661081458451685,689.5275781380378,340521.7594363537
1,hydrogen_economy,39.87228690284804,257.517954792409,297.3902416952571,False,-371482.2002005728,14370,1.0745387989813935,0.24938502656745298,0.20120886556159878,7290,0.03860006108880043,-50.957777805291194,0.05040319712477415,0.20120886556159878,0.08433307288214555,0.25,8.0,0.4,8.0,0,primal infeasible,primal_infeasible,train,7290,20.493882834455036,voyage_021,485.3312625073793,3.935643913718741,579.6140019143106,370413.3192922377
2,soc_regulation,40.67784241220978,258.32757014681334,299.0054125590231,False,-290656.4876696563,14370,2.089681635043803,0.36017357053699983,0.20120235939967368,7467,0.06079999729990959,-38.92547042582781,0.052954813538315514,0.20120235939967368,0.09513602592051035,0.45,15.0,0.25,36.0,0,primal infeasible,primal_infeasible,train,7467,23.413381067706634,voyage_021,518.2860980105761,8.408477272744289,662.1841067707458,289467.60898760176
3,fast_fc_response,2.6132892812840236,220.21399061667884,222.82727989796288,False,-289490.0778125325,14370,9.148918602595984,0.7371042709129993,0.20128092734711847,7484,0.07699988782405853,-38.6811969284517,0.04911523415368072,0.20128092734711847,0.08371703559532763,0.8,1.0,0.15,12.0,0,primal infeasible,primal_infeasible,train,7484,23.681557725664263,voyage_021,410.4602595780832,35.29711053113897,669.7687576245884,288374.55168479885
4,fc_smoothing,56.63266919326925,274.1771259181003,330.80979511136945,False,-460338.5951298231,14370,0.33338836954152384,0.14222034647426526,0.2013710629409735,7275,0.06390013732016087,-63.27678283571451,0.055090281856326306,0.2013710629409735,0.09369989857077599,0.1,40.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,7275,20.4563302848711,voyage_021,490.12847395469777,1.2773325613751443,578.5519296988026,459268.63739360805
0,candidate_C,405.23437252606936,378.6413337926879,783.8757063187571,True,-946669.8568779009,35881,0.6575593615500566,0.18132017760534075,0.5926170492522136,,,-26.383597360104257,0.049176903745543496,0.3443425195703795,0.08793985471129359,0.4,20.0,0.25,12.0,0,solved,solved,train,35881,108.095590985973,voyage_022,508.3299903963094,10.240103135728763,3057.191191477925,943094.095592943
1,hydrogen_economy,294.20386411779435,317.93256580258657,612.1364299203808,True,-1293993.6884673408,35881,0.784071214501239,0.18928964508159435,0.5119732344795019,,,-36.0634789573128,0.04980773392733852,0.3386623357987031,0.09703999385237635,0.25,8.0,0.4,8.0,0,solved,solved,train,35881,104.96522675421312,voyage_022,361.3711439517668,11.160040561334215,2968.6573126382177,1290652.499970196
2,soc_regulation,257.7490379164585,252.1052631662718,509.85430108273033,True,-199915.47654682232,35881,1.019468788164943,0.23899827965848988,0.5590445108176038,,,-5.571624997821195,0.05317449940014547,0.42863320822605033,0.09672013111412496,0.45,15.0,0.25,36.0,0,solved,solved,train,35881,106.65716431937757,voyage_022,245.40084641294314,17.79105117470431,3016.509186831972,196635.77546239825
3,fast_fc_response,86.65059023030116,95.74319736462797,182.39378759492914,True,-146422.8174643268,35881,5.678542467233569,0.4581729116180655,0.5354285142078055,,,-4.080789762390312,0.04927390547816184,0.4393362455089313,0.08713989518582763,0.8,1.0,0.15,12.0,0,solved,solved,train,35881,105.0722288173076,voyage_022,58.09075552375036,65.38390835281919,2971.6835763532504,143327.6592240973
4,fc_smoothing,537.633732975513,492.41698926996315,1030.050722245476,True,-2852390.9461689563,35881,0.5831316599761749,0.1443374588776545,0.6224627302973511,,,-79.49585981909524,0.057140372530068595,0.2448007070098501,0.10309997014701366,0.1,40.0,0.25,12.0,0,solved,solved,train,35881,109.29369193331961,voyage_022,955.6944450250587,6.488886374367286,3091.0762336828925,2848337.686603959
0,candidate_C,422.3591354916331,385.94247600827515,808.3016114999082,True,-1740753.2638233951,25170,0.5963963443608691,0.19492299671152952,0.6083600312233312,,,-69.15984361634466,0.04925534780735552,0.2516450185812982,0.0871000811457634,0.4,20.0,0.25,12.0,0,solved,solved,train,25170,116.74505789413445,voyage_023,748.1963306758485,8.301506179384255,3301.817950085171,1736694.9480365089
1,hydrogen_economy,364.29722882358357,371.629949321157,735.9271781447405,True,-1969244.1090429742,25170,0.6921234026087859,0.21091410651486087,0.5382488453564523,,,-78.23774767751189,0.05072569740987222,0.24134717084744617,0.0876999250613153,0.25,8.0,0.4,8.0,0,solved,solved,train,25170,113.93127478811563,voyage_023,664.5362807562017,9.719456748521136,3222.2377114464584,1965347.6155937752
2,soc_regulation,349.09745727497904,328.00912573789213,677.1065830128713,True,-585562.6531589569,25170,1.1749131741812278,0.2775557745072314,0.5837954031043079,,,-23.26430882633917,0.05542896322596687,0.33897357301696,0.10006199125200536,0.45,15.0,0.25,36.0,0,solved,solved,train,25170,115.60811956345158,voyage_023,584.1434555230256,16.831827468848235,3269.6627269336705,581692.015149005
3,fast_fc_response,209.44605707273132,217.7782253333065,427.22428240603784,True,-655606.6372254123,25170,7.191807863020983,0.6920568590503623,0.5366471662490743,,,-26.047144903671526,0.04895615833043685,0.3199896656096031,0.08510006591677666,0.8,1.0,0.15,12.0,0,solved,solved,train,25170,113.30443588186894,voyage_023,302.068336652512,104.64399012424703,3204.5092697420605,651995.4156288875
4,fc_smoothing,35.13624900746611,253.20161569693465,288.33786470440083,False,-1674457.088660565,25170,0.5195183486125643,0.1609323767094718,0.20053627133097865,8494,0.060999998822808266,-197.13410509307334,0.056183494946322694,0.20053627133097865,0.1040119933895762,0.1,40.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,8494,40.03138563039562,voyage_023,247.1324060520537,1.9096185637527285,1132.1793832255134,1673075.86725272
0,candidate_C,47.389981429862345,265.68831308740056,313.0782945172629,False,-1076441.5978173185,35971,0.6093020867091923,0.17729384667925024,0.20016293003599678,8462,0.05160016007721424,-127.20888653005419,0.049209490027062944,0.20016293003599678,0.08503890363499517,0.4,20.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,8462,36.02305695139096,voyage_024,304.3912279668056,2.3089145875963064,1018.8146565215094,1075116.0830182398
1,hydrogen_economy,46.772171666076346,265.0215642435537,311.7937359096301,False,-1016090.4794967258,35971,0.720391474556493,0.19189998848721895,0.20024135804891552,8204,0.05710008554160595,-123.85305698399875,0.05134971856526933,0.20024135804891552,0.09059698786586526,0.25,8.0,0.4,8.0,0,primal infeasible,primal_infeasible,train,8204,33.38941226638286,voyage_024,313.6504520458511,2.6225457308139117,944.3291455115408,1014829.8773534369
2,soc_regulation,63.59343312369433,281.7599914601609,345.35342458385526,False,-1369898.4160360969,35971,1.0010738050439159,0.20511476939041848,0.20037410523002264,10647,0.06260001100599766,-128.66520297136253,0.0574496763028751,0.20037410523002264,0.09285394567996254,0.45,15.0,0.25,36.0,0,primal infeasible,primal_infeasible,train,10647,58.88130329463326,voyage_024,294.43154232210696,3.888379467181719,1665.298280276197,1367934.7978340324
3,fast_fc_response,36.86062929996731,255.1201629250326,291.9807922249999,False,-1343400.8312055466,35971,4.489447227471686,0.6142296841938574,0.2002251063700884,10446,0.06170012056827545,-128.60433000244558,0.050110548379646104,0.2002251063700884,0.08035496575757854,0.8,1.0,0.15,12.0,0,primal infeasible,primal_infeasible,train,10446,56.55006252286009,voyage_024,221.50412827604615,34.21047816192943,1599.365445394111,1341545.7511537173
4,fc_smoothing,44.52353852886506,262.3971613860364,306.9206999149014,False,-1022356.2708553845,35971,0.6448545197459907,0.18529269198137846,0.20084355311350885,7148,0.0629001297056675,-143.0268985527958,0.05600195945223359,0.20084355311350885,0.10041805915534481,0.1,40.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,7148,20.828905589814905,voyage_024,380.71964040235684,2.130338649338493,589.0892136901979,1021384.3316626432
0,candidate_C,313.47981522448976,277.7885556251192,591.2683708496089,True,-315868.8178727421,32371,0.5579664295436544,0.17314078984664708,0.6071975314092436,,,-9.75777139639622,0.04932133363005899,0.43129756581247597,0.08735992014408098,0.4,20.0,0.25,12.0,0,solved,solved,train,32371,98.88470801164507,voyage_025,387.8956443175223,8.423690958874989,2796.686299113584,312675.8122384067
1,hydrogen_economy,243.04091445371307,252.6993341802161,495.7402486339292,True,-665634.6653073935,32371,0.6606190277148016,0.18691740940093157,0.5345217632588074,,,-20.56268466551523,0.04978283395879273,0.4226347902917487,0.08640002924948931,0.25,8.0,0.4,8.0,0,solved,solved,train,32371,95.97802019208771,voyage_025,300.1364057303406,9.81755048388585,2714.4785021325165,662610.2328490597
2,soc_regulation,264.7964464200424,248.35763344055138,513.1540798605939,True,-56390.11065332491,32371,1.1056610816750947,0.27933445211393665,0.5763442515696969,,,-1.7419947067846193,0.05167114968085916,0.49968619604793774,0.09343004785478108,0.45,15.0,0.25,36.0,0,solved,solved,train,32371,97.74064223452578,voyage_025,276.71020328508644,21.925658389900285,2764.329495432943,53327.145296219096
3,fast_fc_response,41.13180684648479,49.86744713209092,90.99925397857571,True,-45789.90620758476,32371,5.468372568117047,0.5911881721865798,0.5360005764653816,,,-1.4145348060790448,0.049157624967643226,0.5199589150878658,0.089599983766675,0.8,1.0,0.15,12.0,0,solved,solved,train,32371,95.64422347103134,voyage_025,18.540836681294667,98.20986405942831,2705.0379653622526,42968.11754148185
4,fc_smoothing,511.30340914797756,459.63701685276493,970.9404260007424,True,-906952.0503975011,32371,0.43033641175719595,0.14536190258051648,0.6327987056013069,,,-28.01742455894168,0.05769872152989412,0.35347459298793904,0.10203011333942406,0.1,40.0,0.25,12.0,0,solved,solved,train,32371,100.23316064226451,voyage_025,799.8842733108655,5.937516560662152,2834.823631699031,903311.4049760087
0,candidate_C,345.16814820634744,314.0763239226896,659.244472129037,True,-446156.50779469864,32370,0.5950891044179798,0.17132434441662592,0.599826641480223,,,-13.783024646113644,0.04910455965878632,0.4077804983069904,0.08979306556284467,0.4,20.0,0.25,12.0,0,solved,solved,train,32370,72.9870599433373,voyage_026,514.1521642683875,8.247614957807254,2064.241424792222,443569.8665906873
1,hydrogen_economy,285.80178637982397,299.8638631022429,585.6656494820668,True,-561197.1089186629,32370,0.7173025307379248,0.19932726358477218,0.5274646206371538,,,-17.33695115596734,0.050238035702695256,0.40867934391437605,0.08983094943687332,0.25,8.0,0.4,8.0,0,solved,solved,train,32370,70.4208204854561,voyage_026,424.67862242632026,11.164097731989752,1991.6622881752967,558769.6039101328
2,soc_regulation,314.4687523630706,291.1931063031256,605.6618586661962,True,-95146.01331110334,32370,1.1702043937486906,0.3291089672428385,0.5873007148396616,,,-2.9393269481341777,0.053361069103475614,0.4930591887202766,0.09163096314296139,0.45,15.0,0.25,36.0,0,solved,solved,train,32370,72.9392033417142,voyage_026,484.73135810856877,30.434743904400918,2062.887930356361,92567.95927873538
3,fast_fc_response,62.154604494567515,70.68371215360004,132.83831664816756,True,-50882.01709761498,32370,8.33942971803981,0.7636022415212473,0.536331558238738,,,-1.5718880783940372,0.049194151718039404,0.497816617455952,0.0833999365568161,0.8,1.0,0.15,12.0,0,solved,solved,train,32370,70.53456580583658,voyage_026,45.00802142942121,163.84176185768672,1994.8792666696747,48678.288047657894
4,fc_smoothing,639.4621771548457,526.9618967979445,1166.4240739527904,True,-3038561.907934269,32370,0.5743014490613518,0.18448498356876836,0.7302889108283636,,,-93.86969131709203,0.05930683709068784,0.3019753813644677,0.10469998233020306,0.1,40.0,0.25,12.0,0,solved,solved,train,32370,78.48562036183945,voyage_026,1440.3736160882183,9.563398746405154,2219.753322399958,3034892.217596872
0,candidate_C,91.40301783773226,56.9822691609302,148.38528699866248,True,-85702.95202022337,7169,0.4728537597009961,0.20979600888199887,0.6051614562128241,,,-11.954659230049291,0.04941168986104999,0.45884120019858227,0.0932319741696119,0.4,20.0,0.25,12.0,0,solved,solved,train,7169,12.75406853633019,voyage_027,116.65712486619462,2.7390536904743574,360.7143050805146,85222.84153658926
1,hydrogen_economy,54.836249483714184,67.25083438766505,122.08708387137925,True,-86099.45581862639,7169,0.49974178936074054,0.2007750666785201,0.5301048318846947,,,-12.009967334164651,0.05033251368655688,0.4434374714362853,0.09713196195662019,0.25,8.0,0.4,8.0,0,solved,solved,train,7169,10.13731062330592,voyage_027,91.25047537112806,2.5085667346259517,286.70639070622934,85718.99038582301
2,soc_regulation,53.53543156262762,48.63687718885568,102.1723087514833,True,-7649.180236736102,7169,0.7915529208362386,0.27058411717653547,0.557850247393866,,,-1.066980086028191,0.05305120559721824,0.5047622979151029,0.09333193302154538,0.45,15.0,0.25,36.0,0,solved,solved,train,7169,11.15681783323668,voyage_027,55.63546065694712,4.556283120421553,315.5403924765052,7273.448100483192
3,fast_fc_response,5.567148151739829,14.116354586162975,19.683502737902803,True,-6115.37514006737,7169,4.453936253684873,0.5661921448982571,0.5362993486627866,,,-0.8530304282420659,0.048822345714072984,0.5319523471894572,0.08558395318686927,0.8,1.0,0.15,12.0,0,solved,solved,train,7169,10.276412182522652,voyage_027,4.039502990686535,19.949581108568022,290.6405017803195,5800.745554187824
