parent,sample_id,timestamp,soc,fc_power_kw,previous_fc_power_kw,battery_power_kw,load_power_kw,recent_load_mean_kw,recent_load_population_std_kw,recent_load_trend_kw_per_s,base_load_kw,recent_delta_soc,delta_load_kw,delta_fc_kw,measured_power_balance_residual_kw,history_sample_count,speed_kn
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:58:15+08:00,0.8296666666666667,337.0,338.0,-239.0235,97.9765,131.9663833333333,35.74732322558882,-0.22942390476190486,124.05923389318349,0.004749999999999921,-26.082733893183487,-1.0,0.0,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:58:45+08:00,0.8304999999999999,338.0,337.0,-244.2703,93.7297,127.02441666666665,38.53360487948221,-0.4687359047619048,115.46176066957491,0.004666666666666597,-21.73206066957492,1.0,-2.842170943040401e-14,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:59:15+08:00,0.8315833333333332,339.0,338.0,-245.4314,93.5686,120.79285,40.372961831558754,-0.6018254285714285,109.25573510717305,0.004916666666666569,-15.687135107173049,1.0,0.0,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:59:45+08:00,0.8328333333333333,338.0,339.0,-246.232,91.768,101.5259,12.243740374166705,-0.16285999999999998,104.29850975530998,0.005249999999999866,-12.530509755309978,-1.0,0.0,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:00:15+08:00,0.8337499999999999,337.0,338.0,-245.3499,91.6501,99.30389999999998,12.61888448120514,-0.18684628571428566,100.71308161864656,0.005416666666666625,-9.06298161864656,-1.0,0.0,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:00:45+08:00,0.8348333333333334,338.0,337.0,-244.3273,93.6727,93.72760000000001,2.09115155835248,-0.028150857142857123,98.71735386814844,0.005166666666666764,-5.04465386814843,1.0,2.842170943040401e-14,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:09:45+08:00,0.8531666666666666,337.0,337.0,-173.6987,163.3013,163.3013,0.0,0.0,163.3013,0.0,0.0,0.0,0.0,1,0.3
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:10:15+08:00,0.8538333333333333,338.0,337.0,-57.5103,280.4897,221.89550000000003,58.594200000000015,3.906280000000001,196.52054216395456,0.0006666666666667043,83.96915783604547,1.0,2.842170943040401e-14,2,2.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:10:45+08:00,0.8544166666666667,338.0,338.0,-173.68392,164.31608,202.70236,55.00551574050735,0.016912999999999935,187.39158548066237,0.0012500000000000844,-23.075505480662372,0.0,0.0,3,2.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:11:15+08:00,0.8550833333333333,336.0,338.0,-138.074304,197.925696,201.508194,47.68105670720888,-0.0410014400000002,190.37767598384985,0.0019166666666666776,7.548020016150133,-2.0,0.0,4,3.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:11:45+08:00,0.8558333333333333,337.0,336.0,-185.70951,151.29049,191.4646532,47.14103713515342,-0.35528541333333347,179.2976825996494,0.002666666666666706,-28.007192599649386,1.0,0.0,5,3.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:12:15+08:00,0.8565,337.0,337.0,-125.53246,211.46754,194.79846766666665,43.67458543560974,-0.10776839428571425,188.41682991595488,0.0033333333333334103,23.050710084045136,0.0,1.4210854715202004e-14,6,3.7
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:12:45+08:00,0.8568333333333333,338.0,337.0,-78.12524,259.87476,210.89404433333334,46.785437907662256,-0.007862405714285925,208.67291570598894,0.0030000000000000027,51.20184429401104,1.0,-1.4210854715202004e-14,6,6.9
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:13:15+08:00,0.8571666666666666,336.0,338.0,-74.23529,261.76471,207.77321266666664,42.463896424329,0.698349897142857,223.7227770537982,0.002749999999999919,38.04193294620177,-2.0,-1.4210854715202004e-14,6,9.2
