parent,start_time,end_time,duration_s,point_count,exclusion_reason
6月14日08_00_6月15日18_00,2024-06-14 19:37:46,2024-06-14 19:37:46,30,1,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-14 19:44:46,2024-06-14 19:53:16,540,18,insufficient_continuous_operation_duration
6月14日08_00_6月15日18_00,2024-06-14 19:53:46,2024-06-15 00:11:46,15510,517,long_stop_dwell_core
6月14日08_00_6月15日18_00,2024-06-15 00:26:16,2024-06-15 00:27:46,120,4,long_stop_dwell_core
6月14日08_00_6月15日18_00,2024-06-15 00:34:16,2024-06-15 09:17:18,31412,1047,confirmed_shore
6月14日08_00_6月15日18_00,2024-06-15 09:17:48,2024-06-15 09:19:48,150,5,unexplained_source_load_inconsistency
6月14日08_00_6月15日18_00,2024-06-15 09:20:18,2024-06-15 09:28:18,510,17,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-15 09:34:48,2024-06-15 16:27:49,24811,827,confirmed_shore
6月14日08_00_6月15日18_00,2024-06-15 16:28:19,2024-06-15 16:33:49,360,12,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-15 16:39:49,2024-06-15 16:39:49,30,1,invalid_power_alignment
6月14日08_00_6月15日18_00,2024-06-15 16:40:19,2024-06-15 16:49:49,600,20,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-15 16:55:49,2024-06-15 16:58:19,180,6,confirmed_shore
6月14日08_00_6月15日18_00,2024-06-15 16:58:49,2024-06-15 16:59:49,90,3,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-15 17:06:49,2024-06-15 17:59:49,3210,107,stationary_only_without_sailing_task
6月17日09_00_6月17日16_00,2024-06-17 09:00:26,2024-06-17 09:25:56,1560,52,stationary_only_without_sailing_task
6月17日09_00_6月17日16_00,2024-06-17 09:32:26,2024-06-17 15:05:56,20040,668,quality_cut_without_natural_transition
6月17日09_00_6月17日16_00,2024-06-17 15:06:26,2024-06-17 15:11:26,330,11,long_stop_dwell_core
6月17日09_00_6月17日16_00,2024-06-17 15:17:26,2024-06-17 15:59:56,2580,86,stationary_only_without_sailing_task
6月20日08_00_6月20日16_00,2024-06-20 08:00:07,2024-06-20 09:10:07,4230,141,stationary_only_without_sailing_task
6月20日08_00_6月20日16_00,2024-06-20 09:16:37,2024-06-20 11:24:38,7711,257,quality_cut_without_natural_transition
6月20日08_00_6月20日16_00,2024-06-20 11:25:08,2024-06-20 11:30:08,330,11,ambiguous_external_supply
6月20日08_00_6月20日16_00,2024-06-20 11:30:38,2024-06-20 12:37:38,4050,135,long_stop_dwell_core
6月20日08_00_6月20日16_00,2024-06-20 12:38:08,2024-06-20 14:45:08,7650,255,quality_cut_without_natural_transition
6月20日08_00_6月20日16_00,2024-06-20 14:51:08,2024-06-20 15:59:38,4140,138,stationary_only_without_sailing_task
6月26日08_00_6月26日13_00,2024-06-26 08:00:28,2024-06-26 08:07:58,480,16,stationary_only_without_sailing_task
6月26日08_00_6月26日13_00,2024-06-26 08:14:58,2024-06-26 08:30:58,990,33,quality_cut_without_natural_transition
6月26日08_00_6月26日13_00,2024-06-26 08:31:28,2024-06-26 08:31:28,30,1,ambiguous_external_supply
6月26日08_00_6月26日13_00,2024-06-26 08:31:58,2024-06-26 09:07:58,2190,73,quality_cut_without_natural_transition
6月26日08_00_6月26日13_00,2024-06-26 09:08:28,2024-06-26 09:14:28,390,13,ambiguous_external_supply
6月26日08_00_6月26日13_00,2024-06-26 09:14:58,2024-06-26 09:41:28,1620,54,quality_cut_without_natural_transition
6月26日08_00_6月26日13_00,2024-06-26 09:41:58,2024-06-26 09:49:58,510,17,ambiguous_external_supply
6月26日08_00_6月26日13_00,2024-06-26 09:50:28,2024-06-26 10:31:28,2490,83,quality_cut_without_natural_transition
6月26日08_00_6月26日13_00,2024-06-26 10:31:58,2024-06-26 10:32:28,60,2,ambiguous_external_supply
6月26日08_00_6月26日13_00,2024-06-26 10:32:58,2024-06-26 10:51:28,1140,38,quality_cut_without_natural_transition
6月26日08_00_6月26日13_00,2024-06-26 11:01:58,2024-06-26 12:20:58,4770,159,quality_cut_without_natural_transition
6月26日08_00_6月26日13_00,2024-06-26 12:26:58,2024-06-26 12:59:58,2010,67,stationary_only_without_sailing_task
6月28日08_00_6月28日15_00,2024-06-28 08:00:02,2024-06-28 08:52:03,3151,105,stationary_only_without_sailing_task
6月28日08_00_6月28日15_00,2024-06-28 08:59:33,2024-06-28 11:01:33,7350,245,quality_cut_without_natural_transition
6月28日08_00_6月28日15_00,2024-06-28 11:02:03,2024-06-28 11:04:03,150,5,ambiguous_external_supply
6月28日08_00_6月28日15_00,2024-06-28 11:04:33,2024-06-28 12:09:33,3930,131,long_stop_dwell_core
6月28日08_00_6月28日15_00,2024-06-28 12:10:03,2024-06-28 14:13:33,7440,248,quality_cut_without_natural_transition
6月28日08_00_6月28日15_00,2024-06-28 14:19:33,2024-06-28 14:59:34,2431,81,stationary_only_without_sailing_task
6月30日05_00_6月30日11_00,2024-06-30 05:00:09,2024-06-30 05:20:39,1260,42,stationary_only_without_sailing_task
6月30日05_00_6月30日11_00,2024-06-30 05:27:10,2024-06-30 05:31:40,300,10,long_stop_dwell_core
6月30日05_00_6月30日11_00,2024-06-30 05:32:10,2024-06-30 07:37:40,7560,252,quality_cut_without_natural_transition
6月30日05_00_6月30日11_00,2024-06-30 07:38:10,2024-06-30 08:05:40,1680,56,ambiguous_external_supply
6月30日05_00_6月30日11_00,2024-06-30 08:06:10,2024-06-30 08:06:40,60,2,stationary_only_without_sailing_task
6月30日05_00_6月30日11_00,2024-06-30 08:07:10,2024-06-30 08:33:40,1620,54,ambiguous_external_supply
6月30日05_00_6月30日11_00,2024-06-30 08:34:10,2024-06-30 10:29:40,6960,232,quality_cut_without_natural_transition
6月30日05_00_6月30日11_00,2024-06-30 10:35:40,2024-06-30 10:59:40,1470,49,confirmed_shore
7月2日14_00_7月2日18_00,2024-07-02 14:00:18,2024-07-02 14:20:18,1230,41,stationary_only_without_sailing_task
7月2日14_00_7月2日18_00,2024-07-02 14:27:48,2024-07-02 14:34:18,420,14,long_stop_dwell_core
7月2日14_00_7月2日18_00,2024-07-02 14:34:48,2024-07-02 16:06:19,5521,184,quality_cut_without_natural_transition
7月2日14_00_7月2日18_00,2024-07-02 16:06:49,2024-07-02 17:14:20,4081,136,ambiguous_external_supply
7月2日14_00_7月2日18_00,2024-07-02 17:14:50,2024-07-02 17:28:50,870,29,stationary_only_without_sailing_task
7月2日14_00_7月2日18_00,2024-07-02 17:36:20,2024-07-02 17:59:50,1440,48,stationary_only_without_sailing_task
7月3日08_00_7月3日16_00,2024-07-03 08:00:22,2024-07-03 08:22:22,1350,45,stationary_only_without_sailing_task
7月3日08_00_7月3日16_00,2024-07-03 08:28:52,2024-07-03 10:28:52,7230,241,quality_cut_without_natural_transition
7月3日08_00_7月3日16_00,2024-07-03 10:29:22,2024-07-03 10:32:52,240,8,ambiguous_external_supply
7月3日08_00_7月3日16_00,2024-07-03 10:33:22,2024-07-03 12:56:23,8611,287,long_stop_dwell_core
7月3日08_00_7月3日16_00,2024-07-03 12:56:53,2024-07-03 14:55:53,7170,239,quality_cut_without_natural_transition
7月3日08_00_7月3日16_00,2024-07-03 14:56:23,2024-07-03 14:56:23,30,1,ambiguous_external_supply
7月3日08_00_7月3日16_00,2024-07-03 14:56:53,2024-07-03 15:03:53,450,15,stationary_only_without_sailing_task
7月3日08_00_7月3日16_00,2024-07-03 15:10:53,2024-07-03 15:59:53,2970,99,stationary_only_without_sailing_task
7月9日08_00_7月9日16_00,2024-07-09 08:00:18,2024-07-09 08:18:18,1110,37,stationary_only_without_sailing_task
7月9日08_00_7月9日16_00,2024-07-09 08:24:18,2024-07-09 09:56:19,5551,185,quality_cut_without_natural_transition
7月9日08_00_7月9日16_00,2024-07-09 09:57:22,2024-07-09 09:57:22,30,1,invalid_power_alignment
7月9日08_00_7月9日16_00,2024-07-09 09:57:49,2024-07-09 11:34:49,5850,195,quality_cut_without_natural_transition
7月9日08_00_7月9日16_00,2024-07-09 11:35:19,2024-07-09 12:38:50,3841,128,ambiguous_external_supply
7月9日08_00_7月9日16_00,2024-07-09 12:39:19,2024-07-09 12:49:49,660,22,quality_cut_without_natural_transition
7月9日08_00_7月9日16_00,2024-07-09 12:50:20,2024-07-09 12:53:19,209,7,ambiguous_external_supply
7月9日08_00_7月9日16_00,2024-07-09 12:53:49,2024-07-09 14:01:50,4111,137,long_stop_dwell_core
7月10日08_00_7月10日18_00,2024-07-10 08:00:23,2024-07-10 08:51:23,3090,103,stationary_only_without_sailing_task
7月10日08_00_7月10日18_00,2024-07-10 08:57:53,2024-07-10 08:57:53,30,1,long_stop_dwell_core
7月10日08_00_7月10日18_00,2024-07-10 08:58:23,2024-07-10 11:40:23,9750,325,quality_cut_without_natural_transition
7月10日08_00_7月10日18_00,2024-07-10 11:40:53,2024-07-10 13:02:23,4920,164,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 13:02:53,2024-07-10 13:14:53,750,25,quality_cut_without_natural_transition
7月10日08_00_7月10日18_00,2024-07-10 13:15:23,2024-07-10 13:33:23,1110,37,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 13:33:53,2024-07-10 14:38:53,3930,131,long_stop_dwell_core
7月10日08_00_7月10日18_00,2024-07-10 14:39:23,2024-07-10 15:04:23,1530,51,quality_cut_without_natural_transition
7月10日08_00_7月10日18_00,2024-07-10 15:04:53,2024-07-10 15:05:23,60,2,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 15:05:53,2024-07-10 15:05:53,30,1,stationary_only_without_sailing_task
7月10日08_00_7月10日18_00,2024-07-10 15:06:23,2024-07-10 15:06:53,60,2,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 15:07:23,2024-07-10 15:23:23,990,33,quality_cut_without_natural_transition
7月10日08_00_7月10日18_00,2024-07-10 15:23:53,2024-07-10 15:25:23,120,4,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 15:25:53,2024-07-10 15:25:53,30,1,stationary_only_without_sailing_task
7月10日08_00_7月10日18_00,2024-07-10 15:26:23,2024-07-10 15:26:53,60,2,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 15:27:23,2024-07-10 15:27:53,60,2,stationary_only_without_sailing_task
7月10日08_00_7月10日18_00,2024-07-10 15:28:23,2024-07-10 15:32:53,300,10,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 15:33:23,2024-07-10 15:33:23,30,1,stationary_only_without_sailing_task
7月10日08_00_7月10日18_00,2024-07-10 15:33:53,2024-07-10 15:39:23,360,12,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 15:39:53,2024-07-10 15:39:53,30,1,stationary_only_without_sailing_task
7月10日08_00_7月10日18_00,2024-07-10 15:40:23,2024-07-10 15:40:23,30,1,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 15:40:53,2024-07-10 15:55:53,930,31,quality_cut_without_natural_transition
7月10日08_00_7月10日18_00,2024-07-10 15:56:23,2024-07-10 16:22:23,1590,53,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 16:23:31,2024-07-10 16:24:32,91,3,ambiguous_external_supply
7月10日08_00_7月10日18_00,2024-07-10 16:25:02,2024-07-10 17:51:02,5190,173,quality_cut_without_natural_transition
7月10日08_00_7月10日18_00,2024-07-10 17:57:32,2024-07-10 17:59:32,150,5,stationary_only_without_sailing_task
7月11日06_00_7月12日10_00,2024-07-11 06:00:03,2024-07-11 06:12:03,750,25,stationary_only_without_sailing_task
7月11日06_00_7月12日10_00,2024-07-11 06:18:03,2024-07-11 06:18:03,30,1,invalid_power_alignment
7月11日06_00_7月12日10_00,2024-07-11 06:18:33,2024-07-11 08:52:33,9270,309,quality_cut_without_natural_transition
7月11日06_00_7月12日10_00,2024-07-11 08:53:03,2024-07-11 09:04:03,690,23,ambiguous_external_supply
7月11日06_00_7月12日10_00,2024-07-11 09:04:33,2024-07-11 09:15:33,690,23,quality_cut_without_natural_transition
7月11日06_00_7月12日10_00,2024-07-11 09:16:03,2024-07-11 11:08:03,6750,225,ambiguous_external_supply
7月11日06_00_7月12日10_00,2024-07-11 11:08:33,2024-07-11 12:34:33,5190,173,long_stop_dwell_core
7月11日06_00_7月12日10_00,2024-07-11 13:40:33,2024-07-11 18:24:04,17041,568,long_stop_dwell_core
7月11日06_00_7月12日10_00,2024-07-11 18:24:34,2024-07-11 18:32:34,510,17,ambiguous_external_supply
7月11日06_00_7月12日10_00,2024-07-11 18:33:04,2024-07-11 18:33:04,30,1,stationary_only_without_sailing_task
7月11日06_00_7月12日10_00,2024-07-11 18:33:34,2024-07-11 20:05:04,5520,184,ambiguous_external_supply
7月11日06_00_7月12日10_00,2024-07-11 20:05:34,2024-07-11 20:08:04,180,6,stationary_only_without_sailing_task
7月11日06_00_7月12日10_00,2024-07-11 20:08:34,2024-07-11 21:42:34,5670,189,ambiguous_external_supply
7月11日06_00_7月12日10_00,2024-07-11 21:43:04,2024-07-11 21:47:34,300,10,stationary_only_without_sailing_task
7月11日06_00_7月12日10_00,2024-07-11 21:48:04,2024-07-12 08:12:35,37501,1250,ambiguous_external_supply
7月11日06_00_7月12日10_00,2024-07-12 08:13:05,2024-07-12 08:13:05,30,1,stationary_only_without_sailing_task
7月11日06_00_7月12日10_00,2024-07-12 08:19:35,2024-07-12 09:10:35,3090,103,quality_cut_without_natural_transition
7月11日06_00_7月12日10_00,2024-07-12 09:16:35,2024-07-12 09:59:35,2610,87,stationary_only_without_sailing_task
7月15日14_00_7月15日16_00,2024-07-15 14:00:13,2024-07-15 14:13:13,810,27,stationary_only_without_sailing_task
7月15日14_00_7月15日16_00,2024-07-15 15:45:13,2024-07-15 15:45:43,60,2,long_stop_dwell_core
7月15日14_00_7月15日16_00,2024-07-15 15:51:43,2024-07-15 15:59:43,510,17,stationary_only_without_sailing_task
7月18日08_00_7月18日12_00,2024-07-18 08:00:20,2024-07-18 08:39:50,2400,80,stationary_only_without_sailing_task
7月18日08_00_7月18日12_00,2024-07-18 08:46:20,2024-07-18 08:46:20,30,1,long_stop_dwell_core
7月18日08_00_7月18日12_00,2024-07-18 11:03:20,2024-07-18 11:59:51,3421,114,stationary_only_without_sailing_task
7月19日07_00_7月19日09_00,2024-07-19 07:00:22,2024-07-19 07:29:22,1770,59,stationary_only_without_sailing_task
7月22日08_00_7月22日11_00,2024-07-22 08:00:28,2024-07-22 08:50:28,3030,101,stationary_only_without_sailing_task
7月23日12_00_7月23日15_00,2024-07-23 12:00:01,2024-07-23 12:16:31,1020,34,stationary_only_without_sailing_task
7月23日12_00_7月23日15_00,2024-07-23 14:22:31,2024-07-23 14:25:01,180,6,long_stop_dwell_core
7月23日12_00_7月23日15_00,2024-07-23 14:31:01,2024-07-23 14:59:31,1740,58,stationary_only_without_sailing_task
7月24日14_00_7月24日17_00,2024-07-24 14:00:03,2024-07-24 14:07:33,480,16,stationary_only_without_sailing_task
7月24日14_00_7月24日17_00,2024-07-24 14:16:03,2024-07-24 14:31:33,960,32,long_stop_dwell_core
7月24日14_00_7月24日17_00,2024-07-24 14:32:03,2024-07-24 16:14:03,6150,205,quality_cut_without_natural_transition
7月24日14_00_7月24日17_00,2024-07-24 16:15:03,2024-07-24 16:16:03,90,3,stationary_only_without_sailing_task
7月24日14_00_7月24日17_00,2024-07-24 16:17:33,2024-07-24 16:52:03,2100,70,quality_cut_without_natural_transition
7月24日14_00_7月24日17_00,2024-07-24 16:52:33,2024-07-24 16:58:03,360,12,long_stop_dwell_core
7月25日08_00_7月25日17_00,2024-07-25 08:00:04,2024-07-25 08:17:04,1050,35,stationary_only_without_sailing_task
7月25日08_00_7月25日17_00,2024-07-25 08:25:04,2024-07-25 11:35:35,11461,382,quality_cut_without_natural_transition
7月25日08_00_7月25日17_00,2024-07-25 11:36:05,2024-07-25 12:52:05,4590,153,ambiguous_external_supply
7月25日08_00_7月25日17_00,2024-07-25 12:52:35,2024-07-25 13:56:35,3870,129,long_stop_dwell_core
7月25日08_00_7月25日17_00,2024-07-25 13:57:05,2024-07-25 14:12:35,960,32,quality_cut_without_natural_transition
7月25日08_00_7月25日17_00,2024-07-25 14:13:05,2024-07-25 14:14:35,120,4,ambiguous_external_supply
7月25日08_00_7月25日17_00,2024-07-25 14:15:05,2024-07-25 14:15:05,30,1,stationary_only_without_sailing_task
7月25日08_00_7月25日17_00,2024-07-25 14:15:35,2024-07-25 14:38:05,1380,46,ambiguous_external_supply
7月25日08_00_7月25日17_00,2024-07-25 14:38:35,2024-07-25 14:40:05,120,4,stationary_only_without_sailing_task
7月25日08_00_7月25日17_00,2024-07-25 14:40:35,2024-07-25 14:42:35,150,5,ambiguous_external_supply
7月25日08_00_7月25日17_00,2024-07-25 14:43:05,2024-07-25 15:48:05,3930,131,quality_cut_without_natural_transition
7月25日08_00_7月25日17_00,2024-07-25 15:48:35,2024-07-25 16:01:05,780,26,ambiguous_external_supply
7月25日08_00_7月25日17_00,2024-07-25 16:01:35,2024-07-25 16:41:35,2430,81,quality_cut_without_natural_transition
7月25日08_00_7月25日17_00,2024-07-25 16:42:05,2024-07-25 16:42:35,60,2,long_stop_dwell_core
7月25日08_00_7月25日17_00,2024-07-25 16:49:05,2024-07-25 16:59:35,660,22,stationary_only_without_sailing_task
7月26日11_00_7月26日13_00,2024-07-26 11:00:07,2024-07-26 11:06:07,390,13,stationary_only_without_sailing_task
7月26日11_00_7月26日13_00,2024-07-26 11:13:07,2024-07-26 12:11:37,3540,118,quality_cut_without_natural_transition
7月26日11_00_7月26日13_00,2024-07-26 12:12:07,2024-07-26 12:12:07,30,1,long_stop_dwell_core
7月26日11_00_7月26日13_00,2024-07-26 12:18:37,2024-07-26 12:59:37,2490,83,stationary_only_without_sailing_task
7月29日14_00_7月29日17_00,2024-07-29 14:00:13,2024-07-29 14:20:43,1260,42,stationary_only_without_sailing_task
7月29日14_00_7月29日17_00,2024-07-29 16:19:43,2024-07-29 16:59:43,2430,81,stationary_only_without_sailing_task
7月31日08_00_7月31日11_00,2024-07-31 08:00:17,2024-07-31 08:25:47,1560,52,stationary_only_without_sailing_task
7月31日08_00_7月31日11_00,2024-07-31 08:32:17,2024-07-31 08:34:47,180,6,long_stop_dwell_core
7月31日08_00_7月31日11_00,2024-07-31 10:32:47,2024-07-31 10:59:47,1650,55,stationary_only_without_sailing_task
